STATIONS_ID;MESS_DATUM;QN_9;TT_TU;RF_TU;eor
        691;2023021100;    3;   5.9;  85.0;eor
        691;2023021101;    3;   6.2;  84.0;eor
        691;2023021102;    3;   6.2;  85.0;eor
        691;2023021103;    3;   6.4;  85.0;eor
        691;2023021104;    3;   6.7;  85.0;eor
        691;2023021105;    3;   6.9;  86.0;eor
        691;2023021106;    3;   6.9;  87.0;eor
        691;2023021107;    3;   6.8;  93.0;eor
        691;2023021108;    3;   7.3;  91.0;eor
        691;2023021109;    3;   7.7;  91.0;eor
        691;2023021110;    3;   7.9;  91.0;eor
        691;2023021111;    3;   8.0;  93.0;eor
        691;2023021112;    3;   8.3;  91.0;eor
        691;2023021113;    3;   9.0;  88.0;eor
        691;2023021114;    3;   8.9;  88.0;eor
        691;2023021115;    3;   9.1;  87.0;eor
        691;2023021116;    3;   8.7;  91.0;eor
        691;2023021117;    3;   8.6;  91.0;eor
        691;2023021118;    3;   8.6;  90.0;eor
        691;2023021119;    3;   8.3;  91.0;eor
        691;2023021120;    3;   8.0;  93.0;eor
        691;2023021121;    3;   7.7;  96.0;eor
        691;2023021122;    3;   7.6;  98.0;eor
        691;2023021123;    3;   7.5;  98.0;eor
        691;2023021200;    3;   7.4;  98.0;eor
        691;2023021201;    3;   7.2;  98.0;eor
        691;2023021202;    3;   6.9;  99.0;eor
        691;2023021203;    3;   6.7;  99.0;eor
        691;2023021204;    3;   6.5;  99.0;eor
        691;2023021205;    3;   6.5; 100.0;eor
        691;2023021206;    3;   6.5; 100.0;eor
        691;2023021207;    3;   6.6; 100.0;eor
        691;2023021208;    3;   6.8; 100.0;eor
        691;2023021209;    3;   7.0; 100.0;eor
        691;2023021210;    3;   7.4;  99.0;eor
        691;2023021211;    3;   8.0;  98.0;eor
        691;2023021212;    3;   8.2;  98.0;eor
        691;2023021213;    3;   8.3;  97.0;eor
        691;2023021214;    3;   8.3;  95.0;eor
        691;2023021215;    3;   8.3;  95.0;eor
        691;2023021216;    3;   8.2;  96.0;eor
        691;2023021217;    3;   7.7;  96.0;eor
        691;2023021218;    3;   7.4;  99.0;eor
        691;2023021219;    3;   7.3;  97.0;eor
        691;2023021220;    3;   7.2;  98.0;eor
        691;2023021221;    3;   7.0;  98.0;eor
        691;2023021222;    3;   7.0;  97.0;eor
        691;2023021223;    3;   6.7;  97.0;eor
        691;2023021300;    3;   6.4;  97.0;eor
        691;2023021301;    3;   6.1;  98.0;eor
        691;2023021302;    3;   5.9; 100.0;eor
        691;2023021303;    3;   5.9;  99.0;eor
        691;2023021304;    3;   5.9;  99.0;eor
        691;2023021305;    3;   6.1;  97.0;eor
        691;2023021306;    3;   5.9; 100.0;eor
        691;2023021307;    3;   6.1; 100.0;eor
        691;2023021308;    3;   6.0;  98.0;eor
        691;2023021309;    3;   6.6;  99.0;eor
        691;2023021310;    3;   7.1;  96.0;eor
        691;2023021311;    3;   7.4;  93.0;eor
        691;2023021312;    3;   7.6;  91.0;eor
        691;2023021313;    3;   7.6;  91.0;eor
        691;2023021314;    3;   7.6;  89.0;eor
        691;2023021315;    3;   7.6;  88.0;eor
        691;2023021316;    3;   7.4;  89.0;eor
        691;2023021317;    3;   7.3;  89.0;eor
        691;2023021318;    3;   7.0;  91.0;eor
        691;2023021319;    3;   6.8;  93.0;eor
        691;2023021320;    3;   6.9;  93.0;eor
        691;2023021321;    3;   4.6;  96.0;eor
        691;2023021322;    3;   4.6; 100.0;eor
        691;2023021323;    3;   3.8;  99.0;eor
        691;2023021400;    3;   1.4;  99.0;eor
        691;2023021401;    3;   2.3;  99.0;eor
        691;2023021402;    3;   3.6;  93.0;eor
        691;2023021403;    3;   3.0;  97.0;eor
        691;2023021404;    3;   2.2;  98.0;eor
        691;2023021405;    3;   1.8;  99.0;eor
        691;2023021406;    3;   0.6; 100.0;eor
        691;2023021407;    3;   1.5;  99.0;eor
        691;2023021408;    3;   1.5;  97.0;eor
        691;2023021409;    3;   2.0;  95.0;eor
        691;2023021410;    3;   2.9;  97.0;eor
        691;2023021411;    3;   2.9;  99.0;eor
        691;2023021412;    3;   5.9;  86.0;eor
        691;2023021413;    3;   8.6;  77.0;eor
        691;2023021414;    3;  10.4;  71.0;eor
        691;2023021415;    3;  10.0;  73.0;eor
        691;2023021416;    3;   9.3;  75.0;eor
        691;2023021417;    3;   8.1;  82.0;eor
        691;2023021418;    3;   5.7;  93.0;eor
        691;2023021419;    3;   4.7;  92.0;eor
        691;2023021420;    3;   4.4;  96.0;eor
        691;2023021421;    3;   3.3;  97.0;eor
        691;2023021422;    3;   4.4;  93.0;eor
        691;2023021423;    3;   3.8;  94.0;eor
        691;2023021500;    3;   2.3;  98.0;eor
        691;2023021501;    3;   2.2;  98.0;eor
        691;2023021502;    3;   1.0;  99.0;eor
        691;2023021503;    3;  -0.3; 100.0;eor
        691;2023021504;    3;  -0.8;  99.0;eor
        691;2023021505;    3;  -1.2;  99.0;eor
        691;2023021506;    3;  -1.7;  97.0;eor
        691;2023021507;    3;  -1.9;  98.0;eor
        691;2023021508;    3;  -1.2; 100.0;eor
        691;2023021509;    3;   0.4;  96.0;eor
        691;2023021510;    3;   3.0;  86.0;eor
        691;2023021511;    3;   5.2;  82.0;eor
        691;2023021512;    3;   7.7;  78.0;eor
        691;2023021513;    3;   9.5;  71.0;eor
        691;2023021514;    3;  10.3;  66.0;eor
        691;2023021515;    3;  10.2;  69.0;eor
        691;2023021516;    3;   8.2;  75.0;eor
        691;2023021517;    3;   6.7;  78.0;eor
        691;2023021518;    3;   5.8;  81.0;eor
        691;2023021519;    3;   5.2;  83.0;eor
        691;2023021520;    3;   4.2;  89.0;eor
        691;2023021521;    3;   3.6;  88.0;eor
        691;2023021522;    3;   2.9;  93.0;eor
        691;2023021523;    3;   3.5;  89.0;eor
        691;2023021600;    3;   2.8;  90.0;eor
        691;2023021601;    3;   2.7;  88.0;eor
        691;2023021602;    3;   2.8;  87.0;eor
        691;2023021603;    3;   2.6;  87.0;eor
        691;2023021604;    3;   2.1;  88.0;eor
        691;2023021605;    3;   2.8;  87.0;eor
        691;2023021606;    3;   2.2;  89.0;eor
        691;2023021607;    3;   3.6;  87.0;eor
        691;2023021608;    3;   5.2;  82.0;eor
        691;2023021609;    3;   6.1;  81.0;eor
        691;2023021610;    3;   7.3;  78.0;eor
        691;2023021611;    3;   8.0;  79.0;eor
        691;2023021612;    3;   8.9;  77.0;eor
        691;2023021613;    3;   8.1;  83.0;eor
        691;2023021614;    3;   8.0;  87.0;eor
        691;2023021615;    3;   7.6;  93.0;eor
        691;2023021616;    3;   7.5;  95.0;eor
        691;2023021617;    3;   7.4;  94.0;eor
        691;2023021618;    3;   7.2;  95.0;eor
        691;2023021619;    3;   7.6;  94.0;eor
        691;2023021620;    3;   7.5;  98.0;eor
        691;2023021621;    3;   7.7;  98.0;eor
        691;2023021622;    3;   8.4;  95.0;eor
        691;2023021623;    3;   8.7;  96.0;eor
        691;2023021700;    3;   9.0;  97.0;eor
        691;2023021701;    3;   9.2;  98.0;eor
        691;2023021702;    3;   9.4;  97.0;eor
        691;2023021703;    3;   9.6;  97.0;eor
        691;2023021704;    3;   9.6;  96.0;eor
        691;2023021705;    3;  10.0;  93.0;eor
        691;2023021706;    3;  10.2;  91.0;eor
        691;2023021707;    3;  10.2;  89.0;eor
        691;2023021708;    3;   9.8;  93.0;eor
        691;2023021709;    3;  10.1;  94.0;eor
        691;2023021710;    3;  10.6;  93.0;eor
        691;2023021711;    3;  11.4;  87.0;eor
        691;2023021712;    3;  11.5;  86.0;eor
        691;2023021713;    3;  11.0;  94.0;eor
        691;2023021714;    3;  11.6;  88.0;eor
        691;2023021715;    3;  12.1;  81.0;eor
        691;2023021716;    3;  11.8;  74.0;eor
        691;2023021717;    3;   9.6;  68.0;eor
        691;2023021718;    3;   8.6;  69.0;eor
        691;2023021719;    3;   8.0;  71.0;eor
        691;2023021720;    3;   7.7;  72.0;eor
        691;2023021721;    3;   6.9;  75.0;eor
        691;2023021722;    3;   6.4;  76.0;eor
        691;2023021723;    3;   5.4;  79.0;eor
        691;2023021800;    3;   5.7;  79.0;eor
        691;2023021801;    3;   6.8;  76.0;eor
        691;2023021802;    3;   6.7;  79.0;eor
        691;2023021803;    3;   6.8;  79.0;eor
        691;2023021804;    3;   6.7;  81.0;eor
        691;2023021805;    3;   6.7;  87.0;eor
        691;2023021806;    3;   6.2;  96.0;eor
        691;2023021807;    3;   6.2;  99.0;eor
        691;2023021808;    3;   6.8;  99.0;eor
        691;2023021809;    3;   9.7;  96.0;eor
        691;2023021810;    3;  10.3;  95.0;eor
        691;2023021811;    3;  10.2;  95.0;eor
        691;2023021812;    3;  10.1;  93.0;eor
        691;2023021813;    3;  10.1;  94.0;eor
        691;2023021814;    3;  10.3;  91.0;eor
        691;2023021815;    3;  10.7;  83.0;eor
        691;2023021816;    3;  10.1;  82.0;eor
        691;2023021817;    3;   9.5;  84.0;eor
        691;2023021818;    3;   8.8;  88.0;eor
        691;2023021819;    3;   8.3;  90.0;eor
        691;2023021820;    3;   8.0;  89.0;eor
        691;2023021821;    3;   7.4;  93.0;eor
        691;2023021822;    3;   6.8;  97.0;eor
        691;2023021823;    3;   6.4;  97.0;eor
        691;2023021900;    3;   5.6;  98.0;eor
        691;2023021901;    3;   5.2;  97.0;eor
        691;2023021902;    3;   4.8;  97.0;eor
        691;2023021903;    3;   4.6;  96.0;eor
        691;2023021904;    3;   3.8;  92.0;eor
        691;2023021905;    3;   3.8;  93.0;eor
        691;2023021906;    3;   4.1;  93.0;eor
        691;2023021907;    3;   3.7;  93.0;eor
        691;2023021908;    3;   3.8;  95.0;eor
        691;2023021909;    3;   4.6;  91.0;eor
        691;2023021910;    3;   6.1;  85.0;eor
        691;2023021911;    3;   7.0;  74.0;eor
        691;2023021912;    3;   7.8;  70.0;eor
        691;2023021913;    3;   7.9;  66.0;eor
        691;2023021914;    3;   7.9;  65.0;eor
        691;2023021915;    3;   7.8;  68.0;eor
        691;2023021916;    3;   7.5;  67.0;eor
        691;2023021917;    3;   4.7;  77.0;eor
        691;2023021918;    3;   4.0;  81.0;eor
        691;2023021919;    3;   4.6;  83.0;eor
        691;2023021920;    3;   4.7;  84.0;eor
        691;2023021921;    3;   4.4;  88.0;eor
        691;2023021922;    3;   4.7;  87.0;eor
        691;2023021923;    3;   5.7;  83.0;eor
        691;2023022000;    3;   5.8;  83.0;eor
        691;2023022001;    3;   5.9;  83.0;eor
        691;2023022002;    3;   6.2;  83.0;eor
        691;2023022003;    3;   6.6;  81.0;eor
        691;2023022004;    3;   6.5;  82.0;eor
        691;2023022005;    3;   6.9;  83.0;eor
        691;2023022006;    3;   6.7;  84.0;eor
        691;2023022007;    3;   6.9;  83.0;eor
        691;2023022008;    3;   7.3;  85.0;eor
        691;2023022009;    3;   7.8;  86.0;eor
        691;2023022010;    3;   8.4;  86.0;eor
        691;2023022011;    3;   8.9;  86.0;eor
        691;2023022012;    3;   8.9;  89.0;eor
        691;2023022013;    3;   9.4;  84.0;eor
        691;2023022014;    3;   9.1;  91.0;eor
        691;2023022015;    3;   9.5;  88.0;eor
        691;2023022016;    3;   9.8;  85.0;eor
        691;2023022017;    3;   9.5;  90.0;eor
        691;2023022018;    3;   9.3;  93.0;eor
        691;2023022019;    3;   9.7;  89.0;eor
        691;2023022020;    3;   9.4;  92.0;eor
        691;2023022021;    3;   9.7;  89.0;eor
        691;2023022022;    3;   9.9;  89.0;eor
        691;2023022023;    3;   9.5;  93.0;eor
        691;2023022100;    3;   9.4;  94.0;eor
        691;2023022101;    3;   9.6;  91.0;eor
        691;2023022102;    3;   9.2;  95.0;eor
        691;2023022103;    3;   9.2;  94.0;eor
        691;2023022104;    3;   9.1;  95.0;eor
        691;2023022105;    3;   9.1;  96.0;eor
        691;2023022106;    3;   9.1;  96.0;eor
        691;2023022107;    3;   9.1;  95.0;eor
        691;2023022108;    3;   9.2;  94.0;eor
        691;2023022109;    3;   9.4;  94.0;eor
        691;2023022110;    3;   9.6;  92.0;eor
        691;2023022111;    3;  10.3;  90.0;eor
        691;2023022112;    3;  10.8;  86.0;eor
        691;2023022113;    3;  11.0;  85.0;eor
        691;2023022114;    3;  11.0;  81.0;eor
        691;2023022115;    3;  10.9;  84.0;eor
        691;2023022116;    3;  10.6;  83.0;eor
        691;2023022117;    3;  10.1;  88.0;eor
        691;2023022118;    3;   9.8;  90.0;eor
        691;2023022119;    3;   9.5;  92.0;eor
        691;2023022120;    3;   9.3;  92.0;eor
        691;2023022121;    3;   9.1;  93.0;eor
        691;2023022122;    3;   9.0;  94.0;eor
        691;2023022123;    3;   8.8;  93.0;eor
        691;2023022200;    3;   8.6;  94.0;eor
        691;2023022201;    3;   8.3;  96.0;eor
        691;2023022202;    3;   8.2;  95.0;eor
        691;2023022203;    3;   8.1;  96.0;eor
        691;2023022204;    3;   7.9;  96.0;eor
        691;2023022205;    3;   6.8;  99.0;eor
        691;2023022206;    3;   6.6;  99.0;eor
        691;2023022207;    3;   6.8; 100.0;eor
        691;2023022208;    3;   6.9;  97.0;eor
        691;2023022209;    3;   7.0;  96.0;eor
        691;2023022210;    3;   8.4;  89.0;eor
        691;2023022211;    3;   9.5;  85.0;eor
        691;2023022212;    3;  11.0;  81.0;eor
        691;2023022213;    3;  11.6;  79.0;eor
        691;2023022214;    3;  12.0;  78.0;eor
        691;2023022215;    3;  12.4;  77.0;eor
        691;2023022216;    3;  11.8;  81.0;eor
        691;2023022217;    3;  10.8;  86.0;eor
        691;2023022218;    3;   9.6;  89.0;eor
        691;2023022219;    3;   9.1;  91.0;eor
        691;2023022220;    3;   9.3;  90.0;eor
        691;2023022221;    3;   8.3;  95.0;eor
        691;2023022222;    3;   7.2; 100.0;eor
        691;2023022223;    3;   5.3;  98.0;eor
        691;2023022300;    3;   5.3;  99.0;eor
        691;2023022301;    3;   5.2;  98.0;eor
        691;2023022302;    3;   5.4; 100.0;eor
        691;2023022303;    3;   6.0; 100.0;eor
        691;2023022304;    3;   6.8;  98.0;eor
        691;2023022305;    3;   6.8;  98.0;eor
        691;2023022306;    3;   6.7;  98.0;eor
        691;2023022307;    3;   7.0;  97.0;eor
        691;2023022308;    3;   7.3;  97.0;eor
        691;2023022309;    3;   7.4;  95.0;eor
        691;2023022310;    3;   7.5;  95.0;eor
        691;2023022311;    3;   7.8;  94.0;eor
        691;2023022312;    3;   7.5;  94.0;eor
        691;2023022313;    3;   7.2;  97.0;eor
        691;2023022314;    3;   7.4;  87.0;eor
        691;2023022315;    3;   7.8;  84.0;eor
        691;2023022316;    3;   7.8;  85.0;eor
        691;2023022317;    3;   5.6;  86.0;eor
        691;2023022318;    3;   5.2;  82.0;eor
        691;2023022319;    3;   5.0;  81.0;eor
        691;2023022320;    3;   2.8;  89.0;eor
        691;2023022321;    3;   2.2;  88.0;eor
        691;2023022322;    3;   2.2;  91.0;eor
        691;2023022323;    3;   2.3;  89.0;eor
        691;2023022400;    3;   3.1;  86.0;eor
        691;2023022401;    3;   3.2;  83.0;eor
        691;2023022402;    3;   3.2;  80.0;eor
        691;2023022403;    3;   3.1;  80.0;eor
        691;2023022404;    3;   3.1;  78.0;eor
        691;2023022405;    3;   3.1;  79.0;eor
        691;2023022406;    3;   3.2;  81.0;eor
        691;2023022407;    3;   3.1;  83.0;eor
        691;2023022408;    3;   2.9;  88.0;eor
        691;2023022409;    3;   2.7;  91.0;eor
        691;2023022410;    3;   3.1;  91.0;eor
        691;2023022411;    3;   3.1;  92.0;eor
        691;2023022412;    3;   3.9;  93.0;eor
        691;2023022413;    3;   5.0;  92.0;eor
        691;2023022414;    3;   6.3;  91.0;eor
        691;2023022415;    3;   7.3;  85.0;eor
        691;2023022416;    3;   6.2;  86.0;eor
        691;2023022417;    3;   5.6;  84.0;eor
        691;2023022418;    3;   5.0;  83.0;eor
        691;2023022419;    3;   4.9;  81.0;eor
        691;2023022420;    3;   4.8;  81.0;eor
        691;2023022421;    3;   4.4;  83.0;eor
        691;2023022422;    3;   4.1;  86.0;eor
        691;2023022423;    3;   4.7;  84.0;eor
        691;2023022500;    3;   4.6;  81.0;eor
        691;2023022501;    3;   4.0;  81.0;eor
        691;2023022502;    3;   4.2;  77.0;eor
        691;2023022503;    3;   3.3;  82.0;eor
        691;2023022504;    3;   4.1;  73.0;eor
        691;2023022505;    3;   3.5;  72.0;eor
        691;2023022506;    3;   3.4;  75.0;eor
        691;2023022507;    3;   3.2;  71.0;eor
        691;2023022508;    3;   2.3;  77.0;eor
        691;2023022509;    3;   3.1;  65.0;eor
        691;2023022510;    3;   2.7;  63.0;eor
        691;2023022511;    3;   3.3;  61.0;eor
        691;2023022512;    3;   4.0;  54.0;eor
        691;2023022513;    3;   4.3;  54.0;eor
        691;2023022514;    3;   4.5;  52.0;eor
        691;2023022515;    3;   4.6;  48.0;eor
        691;2023022516;    3;   4.4;  49.0;eor
        691;2023022517;    3;   3.6;  52.0;eor
        691;2023022518;    3;   1.6;  79.0;eor
        691;2023022519;    3;   0.5;  90.0;eor
        691;2023022520;    3;   0.6;  83.0;eor
        691;2023022521;    3;   0.5;  81.0;eor
        691;2023022522;    3;   0.3;  72.0;eor
        691;2023022523;    3;   0.1;  70.0;eor
        691;2023022600;    3;  -0.5;  72.0;eor
        691;2023022601;    3;  -0.6;  70.0;eor
        691;2023022602;    3;  -0.7;  73.0;eor
        691;2023022603;    3;  -0.9;  74.0;eor
        691;2023022604;    3;  -1.1;  75.0;eor
        691;2023022605;    3;  -1.0;  75.0;eor
        691;2023022606;    3;  -1.0;  74.0;eor
        691;2023022607;    3;  -1.1;  73.0;eor
        691;2023022608;    3;   0.1;  69.0;eor
        691;2023022609;    3;   1.5;  64.0;eor
        691;2023022610;    3;   2.6;  64.0;eor
        691;2023022611;    3;   3.6;  56.0;eor
        691;2023022612;    3;   4.2;  56.0;eor
        691;2023022613;    3;   4.6;  55.0;eor
        691;2023022614;    3;   4.4;  55.0;eor
        691;2023022615;    3;   4.5;  57.0;eor
        691;2023022616;    3;   4.0;  58.0;eor
        691;2023022617;    3;   3.4;  59.0;eor
        691;2023022618;    3;   3.2;  61.0;eor
        691;2023022619;    3;   2.7;  63.0;eor
        691;2023022620;    3;   1.3;  69.0;eor
        691;2023022621;    3;   1.2;  69.0;eor
        691;2023022622;    3;   0.5;  72.0;eor
        691;2023022623;    3;  -3.4;  84.0;eor
        691;2023022700;    3;  -3.5;  88.0;eor
        691;2023022701;    3;  -3.2;  91.0;eor
        691;2023022702;    3;  -4.2;  92.0;eor
        691;2023022703;    3;  -4.5;  93.0;eor
        691;2023022704;    3;  -4.1;  93.0;eor
        691;2023022705;    3;  -4.3;  93.0;eor
        691;2023022706;    3;  -5.1;  93.0;eor
        691;2023022707;    3;  -4.5;  93.0;eor
        691;2023022708;    3;   0.2;  83.0;eor
        691;2023022709;    3;   2.6;  77.0;eor
        691;2023022710;    3;   3.8;  71.0;eor
        691;2023022711;    3;   5.2;  61.0;eor
        691;2023022712;    3;   5.5;  56.0;eor
        691;2023022713;    3;   5.8;  54.0;eor
        691;2023022714;    3;   5.6;  53.0;eor
        691;2023022715;    3;   6.0;  53.0;eor
        691;2023022716;    3;   5.5;  53.0;eor
        691;2023022717;    3;   4.4;  59.0;eor
        691;2023022718;    3;   4.7;  65.0;eor
        691;2023022719;    3;   3.3;  70.0;eor
        691;2023022720;    3;   2.7;  74.0;eor
        691;2023022721;    3;   3.4;  73.0;eor
        691;2023022722;    3;   3.0;  76.0;eor
        691;2023022723;    3;   2.3;  82.0;eor
        691;2023022800;    3;   1.5;  87.0;eor
        691;2023022801;    3;   2.0;  82.0;eor
        691;2023022802;    3;   1.9;  82.0;eor
        691;2023022803;    3;   1.4;  80.0;eor
        691;2023022804;    3;   0.5;  79.0;eor
        691;2023022805;    3;   0.1;  80.0;eor
        691;2023022806;    3;  -1.4;  85.0;eor
        691;2023022807;    3;  -1.1;  82.0;eor
        691;2023022808;    3;   1.2;  76.0;eor
        691;2023022809;    3;   3.0;  67.0;eor
        691;2023022810;    3;   5.0;  52.0;eor
        691;2023022811;    3;   5.4;  49.0;eor
        691;2023022812;    3;   6.1;  49.0;eor
        691;2023022813;    3;   6.4;  47.0;eor
        691;2023022814;    3;   6.8;  45.0;eor
        691;2023022815;    3;   6.7;  42.0;eor
        691;2023022816;    3;   6.0;  47.0;eor
        691;2023022817;    3;   5.0;  49.0;eor
        691;2023022818;    3;   3.5;  57.0;eor
        691;2023022819;    3;   1.4;  68.0;eor
        691;2023022820;    3;  -0.1;  73.0;eor
        691;2023022821;    3;  -1.4;  80.0;eor
        691;2023022822;    3;  -2.3;  85.0;eor
        691;2023022823;    3;  -2.2;  84.0;eor
        691;2023030100;    3;  -3.3;  91.0;eor
        691;2023030101;    3;  -3.4;  93.0;eor
        691;2023030102;    3;  -4.1;  94.0;eor
        691;2023030103;    3;  -3.8;  95.0;eor
        691;2023030104;    3;  -4.4;  96.0;eor
        691;2023030105;    3;  -4.7;  92.0;eor
        691;2023030106;    3;  -5.2;  93.0;eor
        691;2023030107;    3;  -4.2;  89.0;eor
        691;2023030108;    3;  -2.0;  87.0;eor
        691;2023030109;    3;   0.5;  82.0;eor
        691;2023030110;    3;   4.4;  65.0;eor
        691;2023030111;    3;   6.0;  54.0;eor
        691;2023030112;    3;   6.4;  63.0;eor
        691;2023030113;    3;   6.7;  64.0;eor
        691;2023030114;    3;   6.9;  64.0;eor
        691;2023030115;    3;   7.8;  62.0;eor
        691;2023030116;    3;   7.5;  66.0;eor
        691;2023030117;    3;   6.1;  71.0;eor
        691;2023030118;    3;   4.7;  79.0;eor
        691;2023030119;    3;   3.3;  89.0;eor
        691;2023030120;    3;   1.9;  94.0;eor
        691;2023030121;    3;   1.6;  96.0;eor
        691;2023030122;    3;   1.3;  96.0;eor
        691;2023030123;    3;   0.7;  95.0;eor
        691;2023030200;    3;   0.1;  98.0;eor
        691;2023030201;    3;  -0.1; 100.0;eor
        691;2023030202;    3;  -0.4; 100.0;eor
        691;2023030203;    3;  -0.8; 100.0;eor
        691;2023030204;    3;  -0.9; 100.0;eor
        691;2023030205;    3;  -0.9;  99.0;eor
        691;2023030206;    3;  -0.8;  99.0;eor
        691;2023030207;    3;  -0.9;  99.0;eor
        691;2023030208;    3;  -0.6;  99.0;eor
        691;2023030209;    3;  -0.4;  99.0;eor
        691;2023030210;    3;  -0.1; 100.0;eor
        691;2023030211;    3;   0.4;  99.0;eor
        691;2023030212;    3;   1.1;  93.0;eor
        691;2023030213;    3;   1.7;  88.0;eor
        691;2023030214;    3;   2.3;  85.0;eor
        691;2023030215;    3;   2.7;  86.0;eor
        691;2023030216;    3;   2.6;  88.0;eor
        691;2023030217;    3;   1.9;  92.0;eor
        691;2023030218;    3;   1.3;  95.0;eor
        691;2023030219;    3;   0.8;  97.0;eor
        691;2023030220;    3;   1.0;  94.0;eor
        691;2023030221;    3;   1.0;  93.0;eor
        691;2023030222;    3;   1.0;  91.0;eor
        691;2023030223;    3;   0.8;  91.0;eor
        691;2023030300;    3;   1.0;  92.0;eor
        691;2023030301;    3;   1.0;  94.0;eor
        691;2023030302;    3;   1.0;  98.0;eor
        691;2023030303;    3;   1.1;  97.0;eor
        691;2023030304;    3;   1.1;  96.0;eor
        691;2023030305;    3;   1.3;  94.0;eor
        691;2023030306;    3;   1.5;  97.0;eor
        691;2023030307;    3;   1.8;  97.0;eor
        691;2023030308;    3;   2.5;  94.0;eor
        691;2023030309;    3;   3.1;  84.0;eor
        691;2023030310;    3;   4.3;  83.0;eor
        691;2023030311;    3;   5.2;  77.0;eor
        691;2023030312;    3;   6.2;  72.0;eor
        691;2023030313;    3;   6.1;  70.0;eor
        691;2023030314;    3;   6.5;  67.0;eor
        691;2023030315;    3;   6.1;  70.0;eor
        691;2023030316;    3;   6.3;  69.0;eor
        691;2023030317;    3;   6.0;  70.0;eor
        691;2023030318;    3;   5.7;  70.0;eor
        691;2023030319;    3;   5.5;  72.0;eor
        691;2023030320;    3;   5.3;  74.0;eor
        691;2023030321;    3;   5.1;  76.0;eor
        691;2023030322;    3;   5.1;  78.0;eor
        691;2023030323;    3;   5.2;  79.0;eor
        691;2023030400;    3;   5.4;  79.0;eor
        691;2023030401;    3;   5.5;  79.0;eor
        691;2023030402;    3;   5.4;  80.0;eor
        691;2023030403;    3;   5.0;  86.0;eor
        691;2023030404;    3;   5.4;  81.0;eor
        691;2023030405;    3;   4.9;  89.0;eor
        691;2023030406;    3;   4.4;  96.0;eor
        691;2023030407;    3;   4.9;  97.0;eor
        691;2023030408;    3;   5.4;  90.0;eor
        691;2023030409;    3;   5.7;  77.0;eor
        691;2023030410;    3;   5.1;  79.0;eor
        691;2023030411;    3;   5.7;  80.0;eor
        691;2023030412;    3;   6.0;  70.0;eor
        691;2023030413;    3;   5.5;  75.0;eor
        691;2023030414;    3;   5.8;  73.0;eor
        691;2023030415;    3;   5.2;  73.0;eor
        691;2023030416;    3;   4.7;  69.0;eor
        691;2023030417;    3;   3.8;  82.0;eor
        691;2023030418;    3;   3.3;  85.0;eor
        691;2023030419;    3;   2.9;  86.0;eor
        691;2023030420;    3;   2.8;  86.0;eor
        691;2023030421;    3;   2.6;  89.0;eor
        691;2023030422;    3;   2.1;  91.0;eor
        691;2023030423;    3;   2.3;  91.0;eor
        691;2023030500;    3;   1.9;  92.0;eor
        691;2023030501;    3;   2.5;  88.0;eor
        691;2023030502;    3;   2.1;  92.0;eor
        691;2023030503;    3;   2.0;  91.0;eor
        691;2023030504;    3;   2.2;  92.0;eor
        691;2023030505;    3;   2.0;  93.0;eor
        691;2023030506;    3;   1.2;  95.0;eor
        691;2023030507;    3;   1.7;  94.0;eor
        691;2023030508;    3;   2.3;  90.0;eor
        691;2023030509;    3;   2.9;  86.0;eor
        691;2023030510;    3;   3.5;  86.0;eor
        691;2023030511;    3;   4.2;  78.0;eor
        691;2023030512;    3;   2.8;  88.0;eor
        691;2023030513;    3;   5.2;  78.0;eor
        691;2023030514;    3;   5.7;  77.0;eor
        691;2023030515;    3;   4.9;  80.0;eor
        691;2023030516;    3;   4.0;  87.0;eor
        691;2023030517;    3;   3.9;  88.0;eor
        691;2023030518;    3;   3.3;  87.0;eor
        691;2023030519;    3;   3.7;  82.0;eor
        691;2023030520;    3;   3.4;  82.0;eor
        691;2023030521;    3;   3.5;  81.0;eor
        691;2023030522;    3;   3.3;  81.0;eor
        691;2023030523;    3;   3.4;  81.0;eor
        691;2023030600;    3;   1.4;  93.0;eor
        691;2023030601;    3;   0.6;  95.0;eor
        691;2023030602;    3;   0.3;  96.0;eor
        691;2023030603;    3;   0.0;  96.0;eor
        691;2023030604;    3;   0.0;  99.0;eor
        691;2023030605;    3;   0.0;  97.0;eor
        691;2023030606;    3;  -0.3;  98.0;eor
        691;2023030607;    3;  -0.7;  99.0;eor
        691;2023030608;    3;  -0.8;  93.0;eor
        691;2023030609;    3;   0.0;  91.0;eor
        691;2023030610;    3;   1.1;  81.0;eor
        691;2023030611;    3;   2.2;  81.0;eor
        691;2023030612;    3;   3.2;  82.0;eor
        691;2023030613;    3;   4.6;  63.0;eor
        691;2023030614;    3;   4.8;  60.0;eor
        691;2023030615;    3;   4.8;  53.0;eor
        691;2023030616;    3;   4.0;  68.0;eor
        691;2023030617;    3;   3.0;  68.0;eor
        691;2023030618;    3;   2.1;  71.0;eor
        691;2023030619;    3;   1.5;  76.0;eor
        691;2023030620;    3;   2.9;  69.0;eor
        691;2023030621;    3;   3.3;  72.0;eor
        691;2023030622;    3;   2.6;  87.0;eor
        691;2023030623;    3;   2.9;  88.0;eor
        691;2023030700;    3;   2.9;  89.0;eor
        691;2023030701;    3;   2.6;  92.0;eor
        691;2023030702;    3;   2.6;  93.0;eor
